Date,Open,High,Low,Close,Volume,Adj Close
24-02-2010,198.229998,201.440004,197.840002,200.66,115141600,
25-02-2010,197.380005,202.859997,196.889994,202.000004,166281500,
26-02-2010,202.379999,205.169996,202.000004,204.619997,126865200,
01-03-2010,205.749996,209.500002,205.450003,208.990004,137523400,
02-03-2010,209.929998,210.830006,207.740002,208.85,141636600,
03-03-2010,208.940002,209.869997,207.940006,209.329998,93013200,
04-03-2010,209.279997,210.919994,208.629995,210.710003,91510300,
05-03-2010,214.940006,219.699995,214.629999,218.950005,224905100,
08-03-2010,220.010002,220.090004,218.250002,219.079994,107472400,
09-03-2010,218.310003,224.999996,217.889994,223.020004,230064800,
10-03-2010,223.829996,225.480007,223.199995,224.839993,149054500,
11-03-2010,223.909998,225.500008,223.319998,225.500008,101425100,
12-03-2010,227.37001,227.729992,225.75,226.600006,104080900,
15-03-2010,225.380005,225.500008,220.249994,223.839996,123375700,
16-03-2010,224.180004,224.979996,222.510006,224.449997,111727000,
17-03-2010,224.899994,226.449989,223.269997,224.120003,112739200,
18-03-2010,224.100002,224.999996,222.609995,224.650002,85527400,
19-03-2010,224.790005,225.240002,221.230003,222.25,139861400,
22-03-2010,220.469999,225.999992,220.150005,224.750004,114104900,
23-03-2010,225.640011,228.780003,224.100002,228.359993,150607800,
24-03-2010,227.640003,230.200008,227.509987,229.370003,149445100,
25-03-2010,230.919998,230.970013,226.250011,226.649994,135571100,
26-03-2010,228.949993,231.950008,228.550011,230.899998,160218800,
29-03-2010,232.999992,233.869999,231.619987,232.389992,135186100,
30-03-2010,236.599995,237.479988,234.250008,235.849991,131827500,
31-03-2010,235.490009,236.610008,234.459999,235.000011,107664900,
01-04-2010,237.41,238.730003,232.75,235.969994,150786300,
05-04-2010,234.980011,238.509998,234.769993,238.489998,171126900,
06-04-2010,238.200005,240.239998,237.000004,239.540009,111754300,
07-04-2010,239.549995,241.92001,238.659988,240.600006,157125500,
08-04-2010,240.440002,241.540001,238.040001,239.950005,143247300,
09-04-2010,241.430012,241.889996,240.460003,241.789993,83545700,
12-04-2010,242.199989,243.069996,241.809994,242.290005,83256600,
13-04-2010,241.860008,242.800003,241.110004,242.430008,76552700,
14-04-2010,245.280006,245.810005,244.069992,245.690002,101019100,
15-04-2010,245.779991,249.029999,245.509998,248.92001,94196200,
16-04-2010,248.569988,251.140007,244.550003,247.400002,187636400,
19-04-2010,247.030006,247.889999,241.769993,247.070007,141731100,
20-04-2010,248.540001,249.250004,242.960007,244.590004,184581600,
21-04-2010,258.799995,260.249989,255.729992,259.220005,245597800,
22-04-2010,258.240009,266.750004,256.199989,266.469997,198356200,
23-04-2010,267.990005,272.180008,266.999996,270.82999,199238900,
26-04-2010,271.880001,272.459988,268.19001,269.5,119767200,
27-04-2010,267.269989,267.839989,260.520008,262.039989,177335900,
28-04-2010,263.250004,264.000008,256.410007,261.600006,189600600,
29-04-2010,263.020012,270.000011,262.010002,268.640007,139710200,
30-04-2010,269.310009,270.570011,260.999992,261.090008,135615900,
03-05-2010,263.840004,267.87999,262.880009,266.349995,113585500,
04-05-2010,262.889996,263.290005,256.749989,258.679993,180954900,
05-05-2010,253.03001,258.140007,248.729992,255.989998,220775800,
06-05-2010,253.830002,258.249996,199.249994,246.249989,321465200,
07-05-2010,243.710011,246.569996,225.209988,235.860004,419004600,
10-05-2010,250.25,254.649994,248.529987,253.990005,246076600,
11-05-2010,251.839996,259.890007,250.499992,256.519997,212226700,
12-05-2010,259.240005,263.130001,258.699993,262.090004,163594900,
13-05-2010,263.21999,265.000004,256.399994,258.360012,149928100,
14-05-2010,255.159992,256.479996,249.499996,253.819988,189840700,
17-05-2010,254.700008,256.179989,247.709995,254.219997,190708700,
18-05-2010,256.980007,258.550003,250.259987,252.360008,195669600,
19-05-2010,249.499996,252.919994,244.85001,248.339996,256431700,
20-05-2010,241.880009,243.849987,236.209999,237.759995,320728800,
21-05-2010,232.819988,244.499989,231.349995,242.319992,305972800,
24-05-2010,247.279999,250.900002,246.260002,246.759987,188559700,
25-05-2010,239.349991,246.759987,237.160007,245.220005,262001600,
26-05-2010,250.080009,252.12999,243.750011,244.109993,212663500,
27-05-2010,250.599995,253.890003,249.110001,253.349991,166570600,
28-05-2010,259.389996,259.400009,253.349991,256.880005,203903700,
01-06-2010,259.690002,265.939999,258.959999,260.830002,219118200,
02-06-2010,264.539993,264.799999,260.32999,263.949993,172137000,
03-06-2010,265.180008,265.550003,260.409992,263.119987,162526700,
04-06-2010,258.209995,261.900013,254.629993,255.960011,189576100,
07-06-2010,258.289997,259.14999,250.550007,250.940002,221735500,
08-06-2010,253.240002,253.799988,245.650002,249.330006,250192600,
09-06-2010,251.470001,251.899998,242.490009,243.200012,213657500,
10-06-2010,244.839996,250.980003,242.199989,250.510006,194089000,
11-06-2010,248.230007,253.859989,247.369987,253.509995,136439800,
14-06-2010,255.960011,259.14999,254.010006,254.279999,150740100,
15-06-2010,255.640003,259.850006,255.5,259.690002,146268500,
16-06-2010,261.099995,267.75,260.629997,267.249989,195919500,
17-06-2010,270.599998,272.899998,269.5,271.869987,218213800,
18-06-2010,272.249996,274.999992,271.419991,274.070011,196155400,
21-06-2010,277.689987,279.009991,268.729996,270.170002,194122600,
22-06-2010,272.160007,275.970001,271.499992,273.850006,179315500,
23-06-2010,274.580009,274.660011,267.89999,270.969994,192114300,
24-06-2010,271.000008,273.200005,268.099995,268.999989,178569300,
25-06-2010,270.060013,270.270004,265.810009,266.699989,137485600,
28-06-2010,266.930008,269.749992,264.519993,268.299999,146237000,
29-06-2010,264.12001,264.390003,254.299999,256.170002,283336200,
30-06-2010,256.709988,257.96999,250.009995,251.530003,184863000,
01-07-2010,254.299999,254.800011,243.220013,248.48,255724000,
02-07-2010,250.490005,250.929989,243.200012,246.939991,173460700,
06-07-2010,251.000004,252.799992,246.16,248.62999,153808900,
07-07-2010,250.490005,258.770008,249.749989,258.670006,163639000,
08-07-2010,262.48,262.900009,254.889999,258.089993,184536100,
09-07-2010,256.889992,259.899994,255.159992,259.619987,108330600,
12-07-2010,258.530003,261.849998,254.860012,257.290001,140719600,
13-07-2010,256.319992,256.399994,246.429993,251.799995,297731000,
14-07-2010,249.379993,255.800007,249.000011,252.730003,203011900,
15-07-2010,248.230007,256.969994,247.299999,251.450001,206216500,
16-07-2010,253.18,254.970001,248.410011,249.900005,259964600,
19-07-2010,249.880005,249.880005,239.60001,245.580013,256119500,
20-07-2010,242.900005,252.899994,240.010006,251.890011,268737700,
21-07-2010,265.089993,265.149994,253.999992,254.239998,296417800,
22-07-2010,257.679996,259.999996,255.310009,259.02,161329700,
23-07-2010,257.089996,260.380005,256.279991,259.939995,133347200,
26-07-2010,259.999996,260.099998,257.710011,259.280006,105137900,
27-07-2010,260.870003,264.799999,260.300003,264.080009,146192900,
28-07-2010,263.669987,265.990013,260.249989,260.959991,129996300,
29-07-2010,260.709999,262.64999,256.099987,258.109993,160951700,
30-07-2010,255.889996,259.699989,254.900013,257.25,112052500,
02-08-2010,260.440006,262.589989,259.619987,261.849998,107013900,
03-08-2010,261.010006,263.259991,259.42001,261.93,104413400,
04-08-2010,262.840008,264.279987,260.30999,262.980011,105093800,
05-08-2010,261.729996,263.179989,260.549995,261.700008,72274300,
06-08-2010,259.779991,261.48999,257.630009,260.090012,111224400,
09-08-2010,261.480003,262.150005,259.57,261.749996,75782000,
10-08-2010,259.850006,260.449993,257.550007,259.409996,112980000,
11-08-2010,255.399998,255.689991,249.80999,250.189999,155013600,
12-08-2010,246.689999,253.099998,246.119999,251.790009,133730100,
13-08-2010,251.650005,251.879997,249.09,249.099987,88717300,
16-08-2010,247.580006,250.009995,246.62001,247.640007,79607500,
17-08-2010,250.080009,254.629993,249.199989,251.970013,105660100,
18-08-2010,252.360008,254.669994,251.57999,253.070011,84924000,
19-08-2010,252.839993,253.480007,248.680004,249.880005,106676500,
20-08-2010,249.390007,253.919991,249.000011,249.639999,96057500,
23-08-2010,251.790009,252,245.249992,245.799992,103510400,
24-08-2010,242.669987,243.000008,238.650002,239.930004,150641400,
25-08-2010,238.040001,243.98999,237.200008,242.889992,149216900,
26-08-2010,245.449997,245.750004,240.279999,240.279999,116626300,
27-08-2010,241.749992,242.610012,235.559998,241.620003,137097800,
30-08-2010,240.76001,245.750004,240.680008,242.499996,95822300,
31-08-2010,241.849995,244.55999,240.349987,243.10001,105196700,
01-09-2010,247.46999,251.459988,246.280003,250.330002,174259400,
02-09-2010,251.26001,252.169991,248.569988,252.169991,103856900,
03-09-2010,255.090004,258.779995,254.500004,258.770008,130197200,
07-09-2010,256.639999,259.529999,256.250004,257.810013,85639400,
08-09-2010,259.779991,264.390003,259.100002,262.92001,131637800,
09-09-2010,265.040005,266.520012,262.92001,263.07,109643800,
10-09-2010,263.190002,264.499992,261.400002,263.410007,96885600,
13-09-2010,265.819996,268.279999,265.759995,267.039997,97195000,
14-09-2010,266.209991,269.170006,265.519989,268.059994,102037600,
15-09-2010,268.17001,270.379993,267.839989,270.21999,107342200,
16-09-2010,270.23999,276.669991,269.5,276.569988,163025800,
17-09-2010,277.689987,277.960007,273.679989,275.369987,158619300,
20-09-2010,276.07999,283.780006,275.849998,283.230007,164669400,
21-09-2010,283.860008,287.349995,282.789997,283.769993,167018600,
22-09-2010,282.709995,287.979996,282.409988,287.750004,146322400,
23-09-2010,286.329998,292.759998,286.000004,288.919991,196529200,
24-09-2010,292.10001,293.530003,290.549988,292.319988,162372000,
27-09-2010,293.98,294.730003,291.009998,291.159988,120708700,
28-09-2010,291.769989,291.769989,274.999992,286.859997,258760600,
29-09-2010,287.229992,289.809998,286.000004,287.369995,117411000,
30-09-2010,288.999992,289.999989,281.249989,283.749992,168347900,
01-10-2010,286.149994,286.57999,281.349991,282.520004,112035700,
04-10-2010,281.60001,282.900013,277.769989,278.639996,108825500,
05-10-2010,281.999992,289.449989,281.819988,288.939991,125491800,
06-10-2010,289.589993,291.989994,285.259987,289.19001,167717200,
07-10-2010,290.339996,290.48,286.910011,289.219997,102099900,
08-10-2010,291.709988,294.500011,289.999989,294.069988,164600800,
11-10-2010,294.73999,297.239994,294.599987,295.360004,106938300,
12-10-2010,295.409992,299.499992,292.490005,298.539997,139636000,
13-10-2010,300.200008,301.959995,299.799999,300.140007,157523100,
14-10-2010,301.690002,302.469994,300.400013,302.30999,108824100,
15-10-2010,307.439987,315,304.909996,314.739994,230548500,
18-10-2010,318.470013,319.000011,314.289997,317.999989,273252700,
19-10-2010,303.400002,313.770012,300.020004,309.489994,308196000,
20-10-2010,308.999996,314.249996,306.869987,310.529991,180406100,
21-10-2010,312.359993,314.739994,306.799999,309.520008,137865000,
22-10-2010,309.070011,310.039993,306.299988,307.470001,93194500,
25-10-2010,309.090012,311.600002,308.44001,308.839993,98115500,
26-10-2010,306.869987,309.740013,305.650013,308.049988,98232400,
27-10-2010,307.650005,309.89999,305.599998,307.830009,99750700,
28-10-2010,307.950012,308,300.899998,305.23999,137762800,
29-10-2010,304.230007,305.880005,300.87001,300.98,107627800,
01-11-2010,302.220001,305.599998,302.200001,304.179993,105972300,
02-11-2010,307.000004,310.19001,307.000004,309.360004,108482500,
03-11-2010,311.37001,312.880005,308.529999,312.800003,127087100,
04-11-2010,315.449997,320.180012,315.029987,318.270008,160622000,
05-11-2010,317.990002,319.570011,316.75,317.130009,90313300,
08-11-2010,317.199997,319.769989,316.759987,318.620003,70439600,
09-11-2010,321.049992,321.300011,314.499989,316.079998,95886000,
10-11-2010,316.640011,318.769993,313.550007,318.030003,96056800,
11-11-2010,315,318.399998,314.249996,316.649998,90321000,
12-11-2010,315.999996,316.500008,303.629993,308.029987,198961700,
15-11-2010,308.460011,310.540005,306.27,307.040005,100901500,
16-11-2010,305.720001,307.599991,299.319988,301.59,164412500,
17-11-2010,301.200005,303.990002,297.760006,300.499989,119862400,
18-11-2010,305.199989,309.669998,304.689991,308.429996,123622800,
19-11-2010,307.970013,308.400009,305.23999,306.730011,96210800,
22-11-2010,306.679996,313.359989,305.869991,313.359989,98268800,
23-11-2010,310.449989,311.749992,306.559994,308.730003,129861900,
24-11-2010,312.000011,315.400009,311.749992,314.799995,103431300,
26-11-2010,313.739998,317.700008,312.940006,315,59396400,
29-11-2010,315.500011,317.480003,311.379997,316.870003,111446300,
30-11-2010,313.539993,314.360012,310.869999,311.150005,125464500,
01-12-2010,315.269993,317.749996,315,316.400005,115437700,
02-12-2010,317.529991,319.000011,314.890011,318.150005,115709300,
03-12-2010,317.010006,318.64999,316.340004,317.440002,85523200,
06-12-2010,318.640003,322.329994,318.419998,320.149998,112120400,
07-12-2010,323.799988,323.990005,318.119991,318.210007,97863500,
08-12-2010,319.630013,321.020004,317.110008,321.009991,80483900,
09-12-2010,322.12999,322.500011,319.020012,319.760002,73537800,
10-12-2010,319.650013,321.049992,318.600002,320.559994,65627800,
13-12-2010,324.369987,325.05999,321.000004,321.670006,109953900,
14-12-2010,321.730007,322.540012,319.000011,320.290001,87752000,
15-12-2010,320.000008,322.999996,319.190002,320.359989,104328000,
16-12-2010,321.089993,322.610001,320.10001,321.249996,80507700,
17-12-2010,321.630005,321.790009,320.23,320.610008,96732300,
20-12-2010,321.599991,323.249989,318.230007,322.209991,96402600,
21-12-2010,322.999996,324.389988,322.049988,324.199997,64088500,
22-12-2010,324.360001,325.720005,323.549995,325.159992,66480400,
23-12-2010,324.999989,325.150005,323.169987,323.60001,55789300,
27-12-2010,322.850006,325.439999,321.519989,324.680008,62454000,
28-12-2010,325.909996,326.66,325.05999,325.470013,43981000,
29-12-2010,326.21999,326.450008,325.099991,325.290009,40784800,
30-12-2010,325.48,325.509987,323.050011,323.660011,39373600,
31-12-2010,322.950008,323.480007,321.309998,322.560013,48377000,
03-01-2011,325.640003,330.260002,324.840012,329.57,111284600,
04-01-2011,332.439999,332.5,328.149994,331.290012,77270200,
05-01-2011,329.549999,334.339989,329.500011,334.000008,63879900,
06-01-2011,334.719997,335.249996,332.900009,333.729988,75107200,
07-01-2011,333.989994,336.349995,331.900013,336.120003,77982800,
10-01-2011,338.829998,343.229992,337.169987,342.450001,112140000,
11-01-2011,344.87999,344.959991,339.470013,341.639996,111027000,
12-01-2011,343.249992,344.429993,342.000004,344.420006,75647600,
13-01-2011,345.159996,346.640003,343.850006,345.680008,74195100,
14-01-2011,345.889999,348.479992,344.440006,348.479992,77210000,
18-01-2011,329.520012,344.759987,326.000011,340.650013,470249500,
19-01-2011,348.350002,348.599995,336.879993,338.840012,283903200,
20-01-2011,336.429996,338.299999,330.119999,332.680004,191197300,
21-01-2011,333.769989,334.880001,326.630013,326.720001,188600300,
24-01-2011,326.869991,337.449993,326.720001,337.449993,143670800,
25-01-2011,336.329994,341.439991,334.570007,341.39999,136717000,
26-01-2011,342.959999,345.600006,341.499992,343.850006,126718900,
27-01-2011,343.779991,344.689999,342.830009,343.209991,71256500,
28-01-2011,344.169987,344.400005,333.53001,336.100002,148014300,
31-01-2011,335.799995,340.040012,334.299988,339.319996,94311700,
01-02-2011,341.299988,345.649994,340.980007,345.030006,106658300,
02-02-2011,344.449993,345.250011,343.549999,344.320004,64738800,
03-02-2011,343.799992,344.240002,338.549992,343.44001,98449400,
04-02-2011,343.639988,346.700005,343.509998,346.5,80460100,
07-02-2011,347.889992,353.250008,347.639999,351.87999,121255400,
08-02-2011,353.680004,355.519993,352.150009,355.200012,95260200,
09-02-2011,355.189999,358.999992,354.869991,358.16,120686300,
10-02-2011,357.389996,359.999989,348.000008,354.539997,232137500,
11-02-2011,354.749989,357.799992,353.540001,356.85001,91893200,
14-02-2011,356.790009,359.480003,356.710007,359.179996,77604100,
15-02-2011,359.19001,359.970001,357.549999,359.900013,71043700,
16-02-2011,360.800007,364.899994,360.5,363.129993,120289400,
17-02-2011,357.249992,360.270008,356.519989,358.300003,132645800,
18-02-2011,358.709999,359.500004,349.519989,350.560013,204014300,
22-02-2011,342.149994,345.400002,337.720013,338.609993,218138900,
23-02-2011,338.769997,344.640011,338.609993,342.619991,167963600,
24-02-2011,344.019997,345.150009,338.369987,342.879997,124975200,
25-02-2011,345.259998,348.430004,344.799988,348.160011,95004700,
28-02-2011,351.240002,355.049995,351.119999,353.210007,100768500,
01-03-2011,355.470005,355.719997,347.68,349.309998,114034200,
02-03-2011,349.959999,354.350006,348.39999,352.119995,150647700,
03-03-2011,357.189991,359.789997,355.920002,359.560005,125197100,
04-03-2011,360.070004,360.290009,357.750004,359.999989,113316700,
07-03-2011,361.399994,361.669987,351.30999,355.359989,136530800,
08-03-2011,354.909992,357.400009,352.250011,355.759998,89079200,
09-03-2011,354.689987,354.760002,350.599987,352.46999,113326500,
10-03-2011,349.120007,349.770008,344.89999,346.669991,126884800,
11-03-2011,345.330013,352.32,344.999992,351.990005,117770100,
14-03-2011,353.179993,356.479988,351.30999,353.560001,108989300,
15-03-2011,342.100006,347.840004,340.099987,345.429989,180270300,
16-03-2011,342.000004,343,326.259991,330.01001,290502800,
17-03-2011,336.830006,339.609989,330.660011,334.639996,164855600,
18-03-2011,337.130013,338.199997,329.999996,330.669998,188303500,
21-03-2011,335.990013,339.740005,335.26001,339.299995,102350500,
22-03-2011,342.55999,342.619991,339.139992,341.200012,81480700,
23-03-2011,339.279995,340.21999,335.950012,339.190006,93249100,
24-03-2011,341.849987,345.999989,338.860012,344.970005,101178000,
25-03-2011,348.069996,352.059994,347.020012,351.540009,112227500,
28-03-2011,353.150005,354.319992,350.44001,350.44001,77338800,
29-03-2011,347.66,350.959995,346.05999,350.959995,88225200,
30-03-2011,350.639988,350.879993,347.439995,348.630009,82351500,
31-03-2011,346.359997,349.799995,346.05999,348.510006,68504800,
01-04-2011,351.110012,351.589996,343.300007,344.560009,104665400,
04-04-2011,344.30999,344.60001,338.400002,341.189999,115021200,
05-04-2011,336.990009,342.249996,336,338.889999,120682800,
06-04-2011,341.220013,343.899994,337.139999,338.039993,100634800,
07-04-2011,338.099995,340.430008,336.029987,338.079994,93361800,
08-04-2011,339.92001,340.150002,333.949993,335.060005,94383800,
11-04-2011,334.060009,335.670006,330.019997,330.799988,99736700,
12-04-2011,330.489994,333.729988,330.200001,332.399998,106409800,
13-04-2011,335.020004,336.140003,332.52,336.12999,86555000,
14-04-2011,334.799999,336,332.05999,332.419998,75450200,
15-04-2011,333.299992,333.639999,326.800003,327.459991,113401400,
18-04-2011,326.099987,332.230007,320.160011,331.849998,152474700,
19-04-2011,333.099987,337.979992,331.709995,337.859989,104844600,
20-04-2011,343.509998,345.749996,341.499992,342.41,175166600,
21-04-2011,355.000008,355.129997,348.519993,350.699989,188452600,
25-04-2011,350.340008,353.749992,350.300007,353.010002,66636500,
26-04-2011,353.620003,354.989994,349.349998,350.42001,84700000,
27-04-2011,352.239998,352.349987,347.099987,350.14999,89053300,
28-04-2011,346.190006,349.750008,345.520004,346.749992,90239800,
29-04-2011,346.780006,353.949997,346.669991,350.12999,251586300,
02-05-2011,349.739994,350.469997,345.500004,346.279995,110678400,
03-05-2011,347.989994,349.890011,345.620007,348.200012,78337000,
04-05-2011,348.259987,351.830002,346.880009,349.570004,97312600,
05-05-2011,348.39999,350.950008,346.050003,346.749992,83992300,
06-05-2011,349.690006,350,346.210007,346.660004,70033600,
09-05-2011,347.860004,349.200008,346.529987,347.599998,51186800,
10-05-2011,348.889988,349.690006,346.660004,349.450001,70522900,
11-05-2011,349.020004,350,345.239998,347.230003,84000000,
12-05-2011,346.119991,347.119987,342.269997,346.569988,80500000,
13-05-2011,345.660007,346.250008,340.350006,340.499996,81529000,
16-05-2011,339.199993,341.220013,332.600002,333.299992,112443800,
17-05-2011,331.999989,336.140003,330.73,336.140003,113083600,
18-05-2011,336.469997,341.049995,336,339.869995,83694100,
19-05-2011,342.080006,342.41,338.669994,340.53001,65292500,
20-05-2011,339.560001,340.949993,335.020004,335.220009,84492100,
23-05-2011,329.970009,335.98,329.42001,334.39999,95900000,
24-05-2011,335.499989,335.899998,331.34,332.190006,80481800,
25-05-2011,333.430008,338.560005,332.849995,336.779991,73556000,
26-05-2011,335.970013,336.890007,334.430004,335.000004,55640200,
27-05-2011,334.799999,337.629997,334.310001,337.409992,50899800,
31-05-2011,341.10001,347.82999,341.000008,347.82999,104438600,
01-06-2011,348.869987,352.130009,344.649998,345.509991,138670700,
02-06-2011,346.5,347.980007,344.300003,346.099991,84695800,
03-06-2011,343.180004,345.330013,342.009991,343.44001,78312500,
06-06-2011,345.700008,347.049999,337.810001,338.039993,115485300,
07-06-2011,338.17001,338.219997,331.900013,332.039989,132446300,
08-06-2011,331.78001,334.799999,330.649998,332.239994,83430900,
09-06-2011,333.250004,333.669987,330.75,331.48999,68772200,
10-06-2011,330.549995,331.660007,325.509987,325.900009,108488800,
13-06-2011,327.200012,328.309998,325.070004,326.599998,82368300,
14-06-2011,329.999996,333.250004,329.309994,332.439999,83642300,
15-06-2011,329.750004,330.300003,324.880013,326.749989,99799000,
16-06-2011,326.900005,328.679993,318.330009,325.159992,127647800,
17-06-2011,328.990013,329.249992,319.359993,320.259987,153755000,
20-06-2011,317.360001,317.700008,310.500004,315.320007,160161400,
21-06-2011,316.680012,325.800007,315.200005,325.299995,123345600,
22-06-2011,325.159992,328.899998,322.380009,322.610001,97645800,
23-06-2011,318.94001,331.689995,318.119991,331.230011,139939800,
24-06-2011,331.369987,333.150002,325.090004,326.350006,109951800,
27-06-2011,327.590008,333.900005,327.25,332.039989,84953400,
28-06-2011,333.650013,336.699989,333.439995,335.26001,73574900,
29-06-2011,336.040001,336.369995,331.880013,334.040009,88136300,
30-06-2011,334.699997,336.12999,332.840008,335.670006,80738700,
01-07-2011,335.950012,343.500011,334.200012,343.260006,108828300,
05-07-2011,343,349.830009,342.499989,349.43,88763500,
06-07-2011,348.949989,354.099987,346.709991,351.759987,111156500,
07-07-2011,354.669987,357.999996,354.000011,357.200005,99915900,
08-07-2011,353.339996,359.999989,352.199997,359.709995,122408300,
11-07-2011,356.340012,359.769997,352.820011,354.000011,110668600,
12-07-2011,353.529987,357.679989,348.619995,353.749992,112902300,
13-07-2011,358.32999,359.999989,356.380013,358.019997,97909700,
14-07-2011,361.009998,361.610012,356.340012,357.770004,107633400,
15-07-2011,361.170002,364.999996,359.17001,364.919994,121116800,
18-07-2011,365.429993,374.64999,365.280003,373.800011,143163300,
19-07-2011,378,378.650002,373.32,376.849987,204786400,
20-07-2011,396.119987,396.270004,385.999996,386.89999,235335100,
21-07-2011,386.950005,390.060009,383.900002,387.290012,131633600,
22-07-2011,388.319996,395.050003,387.749996,393.300003,129182200,
25-07-2011,390.350002,399.999996,389.619999,398.499989,147451500,
26-07-2011,399.999996,404.499992,399.679989,403.410007,119145600,
27-07-2011,400.589996,402.640003,392.14999,392.59,164831100,
28-07-2011,391.619991,396.989994,388.130005,391.819996,148508500,
29-07-2011,387.640007,395.150005,384.000004,390.479992,158146100,
01-08-2011,397.779999,399.500011,392.369995,396.749989,153209000,
02-08-2011,397.650009,397.900002,388.35001,388.909996,159884900,
03-08-2011,390.980003,393.549995,382.23999,392.57,183127000,
04-08-2011,389.410007,391.320011,377.349998,377.369999,217851900,
05-08-2011,380.440002,383.499992,362.570007,373.620007,301147700,
08-08-2011,361.689987,367.769993,353.019989,353.210007,285958400,
09-08-2011,361.299992,374.609989,355.000008,374.010002,270645900,
10-08-2011,371.14999,374.64999,362.499992,363.690006,219664200,
11-08-2011,370.519989,375.450008,364.71999,373.700008,185492300,
12-08-2011,378.069988,379.640011,374.230007,376.98999,132244000,
15-08-2011,379.629997,384.970013,378.089989,383.410004,115136000,
16-08-2011,381.52,383.370003,376.060009,380.480003,124687500,
17-08-2011,382.310005,384.519989,378,380.440002,110515300,
18-08-2011,370.839996,372.649998,361.370007,366.050007,212858800,
19-08-2011,362.169998,366.999989,356.000004,356.029991,193972100,
22-08-2011,364.509998,364.879993,355.089996,356.439987,133828800,
23-08-2011,360.299995,373.640007,357,373.600006,164208800,
24-08-2011,373.46999,378.959995,370.599991,376.180012,156566900,
25-08-2011,365.079998,375.450008,364.999996,373.720009,217836500,
26-08-2011,371.169991,383.799999,370.799995,383.579994,160369300,
29-08-2011,388.179993,391.499989,387.999989,389.969994,101317300,
30-08-2011,388.250008,391.839996,386.209988,389.989994,104480600,
31-08-2011,390.570007,392.080002,381.860008,384.830009,130646600,
01-09-2011,385.819992,387.34,380.720009,381.030003,85931300,
02-09-2011,374.740005,378,371.830006,374.050003,109734800,
06-09-2011,367.37001,380.330013,366.480003,379.740013,127424500,
07-09-2011,385.560013,385.599987,382.000011,383.929989,87644200,
08-09-2011,382.399994,388.609989,382.310005,384.140007,104039600,
09-09-2011,383.929989,385.999996,375.020012,377.479988,141203300,
12-09-2011,372.999992,380.880013,371.899994,379.939991,116958100,
13-09-2011,382.139988,386.209988,380.250011,384.619991,110140100,
14-09-2011,387.019993,392.209991,385.759991,389.299992,133681100,
15-09-2011,391.43,393.660011,389.900005,392.959995,104454700,
16-09-2011,395.540001,400.500008,395.030003,400.500008,174628300,
19-09-2011,397.000008,413.229992,395.199993,411.630009,205965200,
20-09-2011,415.250011,422.860012,411.189999,413.449997,193938500,
21-09-2011,419.639992,421.589996,412.000004,412.140007,151494000,
22-09-2011,401.030006,409.820007,396.700001,401.820011,242120200,
23-09-2011,400.280003,406.73999,399.850006,404.299988,136569300,
26-09-2011,399.859993,403.980007,391.300011,403.170002,203219100,
27-09-2011,408.729996,409.250008,398.060005,399.260006,158124400,
28-09-2011,400.189987,403.740002,396.51001,397.009995,107409400,
